PROPERTY_TYPE,CITY,LOCALITY_NAME,BEDROOM_NUM,FURNISH,MIN_AREA_SQFT,MAX_AREA_SQFT,PRICE_PER_UNIT_AREA,PRICE,AGE,TOTAL_FLOOR,FLOOR_NUM,BALCONY_NUM,FACING,PROP_ID,AMENITIES,FEATURES,IS_PREMIUM
Independent House/Villa,South Mumbai,Parel,2,0,705,705,59020,41609100,2,3,3,2,8,PROP08281,"40,46,24,47,21,17,32,44,23","17,9",True
Farm House,South Mumbai,Parel,3,0,920,920,96344,88636480,2,23,10,0,4,PROP08282,"24,40,47,25,41,12","1,8,17",False
Residential Apartment,South Mumbai,Worli,5,0,1938,1938,94130,182423940,15,9,6,1,4,PROP08283,"26,12,40,1,46",20,False
Residential Apartment,Mumbai Andheri-Dahisar,Malad West,4,2,1303,1303,22466,29273198,2,6,2,2,8,PROP08284,"12,42,25,17,44,23,19,29,40","19,8",False
Serviced Apartments,Mumbai Beyond Thane,Badlapur,2,2,857,857,11566,9912062,0,24,5,0,2,PROP08285,"47,17,1,26,25,44,42,45","30,6",False
Residential Apartment,Mira Road And Beyond,Bhayander East,3,0,940,940,9767,9180980,7,13,3,2,7,PROP08286,"29,12,42,25","20,19",True
Residential Apartment,Mira Road And Beyond,Mira Road,2,0,930,930,9627,8953110,3,28,20,1,1,PROP08287,"23,24,25,32,47","19,28,30",False
Residential Apartment,Thane,Thane West,2,0,589,589,15309,9017001,4,15,13,1,1,PROP08288,"46,29,23,40,41,32,42","17,6,20",True
Residential Apartment,Central Mumbai suburbs,Vikhroli,2,0,790,790,25678,20285620,4,1,1,0,1,PROP08289,"26,19,40","1,9,30",True
Residential Apartment,South Mumbai,Dadar West,3,0,995,995,96342,95860290,2,10,10,1,2,PROP08290,"42,44,1,25,32,21,12",6,False
Independent/Builder Floor,Central Mumbai suburbs,Vikhroli,3,2,951,951,27865,26499615,2,21,13,0,5,PROP08291,"44,47,29,32,45,24,41,23","17,8",False
Residential Land,Mumbai South West,Santacruz West,2,2,911,911,42941,39119251,2,24,1,1,8,PROP08292,"47,19,29,42,1,40,41","9,30,28",True
Independent House/Villa,Mumbai Andheri-Dahisar,Jogeshwari West,3,0,873,873,22962,20045826,5,22,21,2,3,PROP08293,"1,42,40,24,23",8,False
Independent House/Villa,Central Mumbai suburbs,Mulund West,3,2,880,880,16052,14125760,0,13,7,1,1,PROP08294,"45,23,32","28,8,30,6",False
Residential Apartment,Mumbai Andheri-Dahisar,Goregaon East,2,2,736,736,22164,16312704,5,15,2,3,7,PROP08295,"12,26,47,17,25,1,42","20,8",True
Residential Apartment,Mira Road And Beyond,Vasai,3,0,1231,1231,10671,13136001,1,28,20,1,6,PROP08296,"42,41,1,44,21,29","28,19,9",True
Studio Apartment,South Mumbai,Dadar West,1,1,526,526,38250,20119500,3,27,11,1,8,PROP08297,"17,19,1,46,24,40,47,21,25","19,30,1,9",True
Residential Land,Mira Road And Beyond,Naigaon,4,1,1409,1409,10395,14646555,4,22,9,2,5,PROP08298,"47,23,46,29,24,44",30,False
Residential Apartment,Mira Road And Beyond,Bhayander West,2,2,611,611,8838,5400018,0,14,14,2,8,PROP08299,"47,45,17,19","30,20,17,28",False
Independent House/Villa,Mumbai Beyond Thane,Badlapur,2,0,781,781,9290,7255490,5,28,1,1,1,PROP08300,"19,12,44,17,1,40,21,47,41","20,19,9",True
Residential Apartment,Central Mumbai suburbs,Powai,1,1,356,356,20853,7423668,5,12,3,2,6,PROP08301,"17,1,42,29,12,19","17,6,30",False
Independent House/Villa,South Mumbai,Matunga,5,2,2051,2051,82714,169646414,4,27,13,1,5,PROP08302,"1,46,23,17,40,32,19,25",20,False
Residential Apartment,Mumbai Beyond Thane,Ambernath,2,2,651,651,8547,5564097,3,21,18,2,3,PROP08303,"17,25,46","1,17,19,20",False
Independent House/Villa,Mumbai Andheri-Dahisar,Dahisar East,4,0,2185,2185,22566,49306710,3,8,1,3,1,PROP08304,"24,12,17,1,26,21,44,42,23","20,19",False
Residential Apartment,Central Mumbai suburbs,Vikhroli,3,2,852,852,25774,21959448,4,27,14,0,6,PROP08305,"41,44,32,45",20,False
Residential Apartment,Thane,Ghodbunder Road,2,0,648,648,10086,6535728,3,23,13,1,3,PROP08306,"25,44,45,17,32","17,8,20,6",False
Independent House/Villa,Mumbai Andheri-Dahisar,Andheri West,4,2,2144,2144,14398,30869312,0,20,4,3,5,PROP08307,"40,1,29,46,45","19,9,17,8",False
Farm House,Navi Mumbai,Nerul,5,1,2798,2798,16144,45170912,0,19,9,2,2,PROP08308,"12,44,17,41,42,1,47,23",30,False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,4,0,1878,1878,24183,45415674,0,14,10,2,2,PROP08309,"19,41,17,44,47,29","6,20,8,1",False
Farm House,Navi Mumbai,Panvel,4,0,2049,2049,15988,32759412,2,27,7,2,1,PROP08310,"21,42,26,45,29,17","8,17,6,20",True
Residential Land,Central Mumbai suburbs,Powai,3,2,1085,1085,20885,22660225,10,28,2,2,7,PROP08311,"42,12,19,47","1,28",True
Residential Apartment,Mumbai Beyond Thane,Ambernath,3,2,986,986,11735,11570710,7,2,1,2,7,PROP08312,"44,45,26,25",6,True
Residential Apartment,Mumbai South West,Santacruz West,3,1,1031,1031,43995,45358845,4,4,3,2,8,PROP08313,"41,25,23,1",9,True
Residential Apartment,South Mumbai,Prabhadevi,3,0,989,989,47748,47222772,15,4,1,2,8,PROP08314,"1,44,47","28,8",False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,3,2,1265,1265,24223,30642095,1,22,18,1,5,PROP08315,"12,21,47,46,44","30,20,19,17",False
Independent House/Villa,Central Mumbai suburbs,Powai,3,0,1320,1320,28706,37891920,0,6,3,2,3,PROP08316,"17,29,41,12,46","8,28,30,20",False
Residential Apartment,Mira Road And Beyond,Naigaon,4,0,1659,1659,13532,22449588,10,8,2,1,6,PROP08317,"29,21,24,17,42,47,1,45,25","9,8,28,20",False
Serviced Apartments,Mumbai Andheri-Dahisar,Andheri West,1,0,583,583,15202,8862766,5,27,8,1,5,PROP08318,"19,40,46,45,26,44,21,17,29","28,20",False
Farm House,Thane,Thane East,5,2,3146,3146,18119,57002374,2,25,2,1,1,PROP08319,"46,17,21,12,26,24","9,8,28",False
Farm House,Mumbai Andheri-Dahisar,Malad West,4,0,1242,1242,15318,19024956,4,27,25,2,3,PROP08320,"19,29,25,46,32",19,False
Residential Apartment,Central Mumbai suburbs,Kanjurmarg,1,0,413,413,27078,11183214,1,9,3,2,8,PROP08321,"26,19,32,47",9,True
Residential Land,Mumbai Beyond Thane,Dombivli,5,2,3943,3943,9623,37943489,2,4,1,1,2,PROP08322,"26,44,12,32,29",1,True
Residential Apartment,Mumbai South West,Bandra West,3,0,1352,1352,36968,49980736,4,28,14,1,7,PROP08323,"12,40,26,47,29","9,20",False
Residential Apartment,Mumbai South West,Santacruz West,3,0,1183,1183,28138,33287254,4,26,9,0,6,PROP08324,"44,17,29,12,42,19,21,26","6,17,28,8",True
Residential Apartment,Mumbai South West,Bandra West,3,2,883,883,23014,20321362,0,14,8,3,3,PROP08325,"45,44,47,42,24,1,29,21,40","17,28,6",False
Serviced Apartments,Mumbai Andheri-Dahisar,Borivali West,1,2,519,519,13503,7008057,10,21,15,2,3,PROP08326,"21,41,12,26,29,23,24",20,False
Residential Apartment,Mumbai Harbour,Chembur,4,2,1702,1702,27209,46309718,15,7,6,1,3,PROP08327,"25,41,32,46,21,24,45,19,23","17,1,8",True
Residential Apartment,Mumbai Andheri-Dahisar,Malad West,3,0,1301,1301,19980,25993980,3,14,8,2,2,PROP08328,"26,1,46,32,42,29,45,21,41",8,False
Residential Apartment,Mira Road And Beyond,Bhayander East,2,0,704,704,10501,7392704,0,16,2,2,5,PROP08329,"42,47,26,19,12,32,45","30,9,20",False
Residential Apartment,Mumbai South West,Bandra West,2,1,627,627,41606,26086962,3,11,11,1,4,PROP08330,"29,19,1,42,21,26,40",8,False
Residential Apartment,Central Mumbai suburbs,Bhandup West,1,0,314,314,15239,4785046,4,7,3,2,5,PROP08331,"12,25,24,45,46,1,44,21","28,30,20",False
Independent House/Villa,Mira Road And Beyond,Vasai,4,0,2160,2160,10594,22883040,2,7,7,0,7,PROP08332,"45,21,23,26,42,40","28,6,8",False
Serviced Apartments,Central Mumbai suburbs,Powai,3,0,1398,1398,19929,27860742,4,25,23,1,4,PROP08333,"1,23,47,32","6,1,30,19",False
Residential Apartment,South Mumbai,Fort,2,2,822,822,66760,54876720,2,26,18,2,6,PROP08334,"25,47,17,24","28,30,17",False
Independent House/Villa,Thane,Ghodbunder Road,2,2,580,580,19621,11380180,0,9,4,0,7,PROP08335,"32,17,46,21,23,25,26,19","20,17,28,19",False
Residential Apartment,Mumbai Andheri-Dahisar,Borivali West,3,1,1222,1222,24156,29518632,1,15,9,0,3,PROP08336,"41,44,24","20,28",True
Residential Apartment,Mumbai South West,Santacruz West,4,0,1764,1764,32116,56652624,2,26,18,1,2,PROP08337,"42,24,1,40,12","1,30,28",False
Residential Apartment,Central Mumbai suburbs,Powai,1,0,394,394,23978,9447332,0,15,11,3,8,PROP08338,"29,12,23,26,19,42",20,False
Residential Apartment,Central Mumbai suburbs,Bhandup West,2,2,668,668,19772,13207696,1,2,1,2,4,PROP08339,"21,42,41,29,25,40,44,45,17","30,19,6",False
Serviced Apartments,Mumbai Harbour,Wadala,2,2,938,938,18300,17165400,10,24,1,2,1,PROP08340,"26,46,21,29","8,1",False
Residential Apartment,Mumbai Andheri-Dahisar,Borivali West,3,0,1378,1378,22158,30533724,4,12,3,0,3,PROP08341,"21,1,23,19","20,19",False
Farm House,Mumbai Andheri-Dahisar,Jogeshwari West,2,1,597,597,16171,9654087,2,6,1,1,2,PROP08342,"44,29,26,46,32,25,24","30,17,20",True
Independent House/Villa,Mumbai Andheri-Dahisar,Andheri West,3,2,932,932,17144,15978208,4,9,9,1,8,PROP08343,"42,46,19,32",9,False
Residential Land,Thane,Ghodbunder Road,2,0,563,563,16985,9562555,1,6,3,1,8,PROP08344,"40,32,45,25,26","19,9,8,30",True
Residential Apartment,Mumbai Beyond Thane,Badlapur,3,0,1139,1139,8515,9698585,3,19,18,2,8,PROP08345,"12,25,45,46",17,True
Residential Apartment,Central Mumbai suburbs,Mulund West,1,2,483,483,16794,8111502,3,17,5,1,2,PROP08346,"29,42,45,21,32","9,30,20",False
Residential Apartment,Navi Mumbai,Airoli,2,0,596,596,13602,8106792,2,6,3,1,5,PROP08347,"24,12,26,45,25,40,44",30,False
Residential Land,Mira Road And Beyond,Bhayander East,2,1,856,856,8573,7338488,10,9,6,3,7,PROP08348,"17,19,24,45,1,40",20,False
Independent House/Villa,Mira Road And Beyond,Mira Road,2,2,946,946,13735,12993310,1,19,6,1,5,PROP08349,"47,41,19,45,40,24,46,1","19,9",False
Residential Apartment,Thane,Manpada,2,1,625,625,14980,9362500,2,13,6,0,6,PROP08350,"25,47,19,32,1",17,False
Residential Apartment,Navi Mumbai,Belapur,2,2,884,884,16146,14273064,5,25,12,1,2,PROP08351,"17,32,26","28,17,20",False
Independent House/Villa,Mumbai Andheri-Dahisar,Andheri West,2,0,908,908,13976,12690208,10,1,1,3,7,PROP08352,"29,40,42,1,21,41,46,17",6,True
Residential Apartment,Mira Road And Beyond,Vasai,3,2,1314,1314,10569,13887666,1,1,1,2,8,PROP08353,"21,47,29,1,41,26,17,45,25","9,28,19,6",False
Residential Apartment,Mumbai Andheri-Dahisar,Goregaon East,1,2,358,358,22029,7886382,10,24,20,0,1,PROP08354,"32,25,47,45,29",17,False
Residential Apartment,Mira Road And Beyond,Naigaon,2,0,572,572,10138,5798936,0,29,9,1,5,PROP08355,"1,44,23","6,17",True
Residential Apartment,Mumbai Andheri-Dahisar,Andheri West,2,0,836,836,23660,19779760,2,20,5,1,5,PROP08356,"26,23,1,24,32,19,25,41","28,17",False
Residential Apartment,South Mumbai,Matunga,3,0,1154,1154,87469,100939226,0,24,8,3,5,PROP08357,"17,24,40,23,32,44,26,1","30,28,9,6",True
Residential Apartment,Central Mumbai suburbs,Powai,2,2,853,853,17800,15183400,4,21,7,3,2,PROP08358,"32,47,1,29,21,40,42,12,45","8,20",False
Residential Land,Mumbai Harbour,Wadala,3,1,1044,1044,24232,25298208,4,20,17,0,6,PROP08359,"23,41,21,40,12,46,42","28,20,1",False
Residential Apartment,Mumbai Andheri-Dahisar,Malad West,2,0,563,563,24421,13749023,2,23,20,1,4,PROP08360,"42,24,17,1,26,46,45,32,19","17,1",True
Studio Apartment,Mumbai Andheri-Dahisar,Andheri West,1,0,463,463,18317,8480771,3,20,11,2,5,PROP08361,"42,26,19,40,45,47,46","19,8,30",False
Residential Apartment,Mumbai Andheri-Dahisar,Goregaon East,3,0,1303,1303,20177,26290631,7,3,2,2,1,PROP08362,"1,21,42","30,28,17,8",False
Residential Land,Thane,Manpada,1,1,527,527,15507,8172189,2,5,4,1,2,PROP08363,"21,23,24,25","19,20,1,8",True
Farm House,Central Mumbai suburbs,Mulund West,3,0,1069,1069,29487,31521603,5,11,11,2,6,PROP08364,"21,42,40,41,23,45,32","20,28,6,1",False
Independent House/Villa,Mumbai Andheri-Dahisar,Andheri West,4,1,2147,2147,22678,48689666,2,2,1,2,2,PROP08365,"25,21,17,32,44,45,41,23,46","20,17,6,8",True
Residential Apartment,Mumbai Beyond Thane,Ulhasnagar,4,1,1951,1951,7536,14702736,5,20,17,1,7,PROP08366,"24,42,21,23,17,12,44,1,47","28,8",True
Residential Apartment,Mumbai Andheri-Dahisar,Andheri East,3,1,1209,1209,13198,15956382,1,26,14,2,4,PROP08367,"41,12,23,47,42",30,False
Residential Land,Central Mumbai suburbs,Vikhroli,2,0,629,629,26191,16474139,2,10,5,0,6,PROP08368,"45,19,46,12,41,40,26","28,17",False
Serviced Apartments,Mumbai Andheri-Dahisar,Malad West,1,0,566,566,13635,7717410,0,6,6,1,7,PROP08369,"23,42,41,29,32,40","19,17",False
Residential Apartment,Mumbai Andheri-Dahisar,Borivali West,4,0,1260,1260,23375,29452500,7,6,5,1,4,PROP08370,"26,42,47,41,23,40,1,29","6,30,28",False
Residential Apartment,Navi Mumbai,Kharghar,3,2,1332,1332,9746,12981672,1,25,9,1,6,PROP08371,"1,17,12,19","20,6",False
Independent House/Villa,Mumbai Andheri-Dahisar,Borivali West,5,0,2526,2526,18829,47562054,4,2,1,1,7,PROP08372,"26,17,24,1,12,41,23","19,17,20",False
Studio Apartment,Mumbai Andheri-Dahisar,Dahisar East,1,1,596,596,19951,11890796,2,29,20,1,7,PROP08373,"12,19,32",17,False
Residential Apartment,Mira Road And Beyond,Bhayander West,4,2,2057,2057,11053,22736021,3,10,1,2,7,PROP08374,"26,29,25,42","20,28,17,8",False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,3,0,1178,1178,23894,28147132,4,20,10,0,2,PROP08375,"29,24,1,25,42,44,41,17","8,20,30",False
Independent House/Villa,Thane,Thane West,4,2,1928,1928,14162,27304336,7,11,7,2,6,PROP08376,"42,44,25,24,21,1,23,45,29","19,30,1",True
Residential Apartment,Navi Mumbai,Kharghar,3,2,873,873,11260,9829980,4,14,12,1,5,PROP08377,"19,1,44,40","30,20,6",False
Residential Apartment,Navi Mumbai,Vashi,1,0,398,398,8779,3494042,3,21,5,1,2,PROP08378,"46,21,40,17,29,42,23,24","30,9,17,20",False
Residential Apartment,Mumbai Andheri-Dahisar,Jogeshwari West,3,0,898,898,21373,19192954,4,23,17,1,7,PROP08379,"45,26,46,12,42,24,25,40,21",17,False
Independent House/Villa,Thane,Majiwada,3,2,1197,1197,19219,23005143,2,2,1,2,4,PROP08380,"40,42,46,19",28,False
Independent/Builder Floor,Mira Road And Beyond,Naigaon,4,2,1902,1902,10882,20697564,5,29,27,1,3,PROP08381,"29,46,12,47,21,32","20,30",False
Residential Apartment,Central Mumbai suburbs,Bhandup West,1,1,397,397,17742,7043574,0,2,2,0,4,PROP08382,"41,24,29,21,44,1","20,19,6",False
Residential Apartment,Mumbai Andheri-Dahisar,Andheri East,3,1,1294,1294,21027,27208938,20,24,8,1,3,PROP08383,"41,29,25,24,42","9,20",True
Residential Apartment,Central Mumbai suburbs,Kanjurmarg,2,2,576,576,18510,10661760,0,4,2,2,5,PROP08384,"24,32,23,45,12,21,26,44",20,False
Independent House/Villa,Mumbai Andheri-Dahisar,Goregaon East,1,2,475,475,16174,7682650,0,9,9,2,5,PROP08385,"46,42,32,1,23","1,8,28",False
Residential Apartment,Mumbai Harbour,Wadala,2,1,751,751,19198,14417698,0,25,20,3,6,PROP08386,"41,26,47,46,1,19,12,45,25","6,19",True
Independent House/Villa,Mumbai Beyond Thane,Ulhasnagar,4,0,1749,1749,6674,11672826,3,20,11,1,8,PROP08387,"23,41,46,21","19,8,6",False
Residential Apartment,Mumbai Beyond Thane,Dombivli,2,2,748,748,8408,6289184,1,25,19,1,2,PROP08388,"25,12,26,1","28,1,6",False
Residential Apartment,Mira Road And Beyond,Mira Road,3,2,1113,1113,12382,13781166,0,22,14,1,8,PROP08389,"19,46,26,29,1","9,28,8",False
Residential Apartment,Mumbai South West,Khar West,2,0,923,923,26248,24226904,2,10,6,3,3,PROP08390,"17,1,29,44,23,12","1,6,30",False
Residential Apartment,Mira Road And Beyond,Mira Road,3,1,1200,1200,8042,9650400,0,22,16,2,1,PROP08391,"21,17,42,29,46,45,41,32","1,19,17",False
Residential Apartment,Mira Road And Beyond,Bhayander West,2,1,739,739,14429,10663031,2,14,5,2,1,PROP08392,"42,45,47,24,19",19,False
Studio Apartment,Thane,Manpada,1,0,589,589,14850,8746650,2,17,7,2,4,PROP08393,"44,24,26,47","9,8,6,1",True
Independent House/Villa,Mumbai Andheri-Dahisar,Kandivali West,3,0,1255,1255,24745,31054975,0,10,9,2,6,PROP08394,"1,45,26,19,44","30,28,17,8",False
Residential Apartment,South Mumbai,Colaba,2,1,697,697,78842,54952874,4,21,8,3,8,PROP08395,"47,19,17,23,45,26,32","20,8,17",False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,3,1,945,945,14282,13496490,3,17,17,1,8,PROP08396,"17,1,26,44",20,True
Independent/Builder Floor,South Mumbai,Prabhadevi,1,0,476,476,77151,36723876,1,2,2,2,7,PROP08397,"12,46,44,19","19,30",False
Residential Apartment,Mumbai Andheri-Dahisar,Andheri West,3,0,1117,1117,15388,17188396,5,5,2,1,5,PROP08398,"17,47,45,29,19",9,False
Independent House/Villa,Mumbai South West,Bandra West,4,2,2198,2198,23832,52382736,5,14,4,1,6,PROP08399,"29,44,40","19,8,6,30",True
Residential Apartment,Mumbai Beyond Thane,Badlapur,2,0,600,600,11578,6946800,1,16,11,1,8,PROP08400,"12,42,23,46,41","17,30,20",True
Residential Apartment,Central Mumbai suburbs,Powai,3,2,1126,1126,16358,18419108,2,20,7,3,4,PROP08401,"46,1,32,26,17,45,40,41,44","8,20,19,1",True
Residential Apartment,Central Mumbai suburbs,Bhandup West,3,0,1180,1180,21859,25793620,1,4,4,2,3,PROP08402,"47,24,45,12,29,23","30,20",False
Serviced Apartments,Mumbai Andheri-Dahisar,Andheri East,2,0,891,891,18468,16454988,5,4,2,2,8,PROP08403,"12,1,42,29,45","20,9,30,8",False
Residential Apartment,Central Mumbai suburbs,Powai,3,0,1290,1290,28131,36288990,1,5,4,2,5,PROP08404,"21,41,23,46,26,45,17,32,12",28,False
Farm House,Central Mumbai suburbs,Kanjurmarg,5,0,2644,2644,19328,51103232,2,25,20,2,5,PROP08405,"1,44,24,29,47,41",9,False
Residential Apartment,Mira Road And Beyond,Vasai,5,0,3057,3057,14670,44846190,0,10,10,2,3,PROP08406,"40,47,41",9,True
Residential Apartment,Mumbai South West,Khar West,3,0,1349,1349,33153,44723397,2,28,3,1,3,PROP08407,"40,21,47,23,12,32,17,29","30,1,19,28",False
Residential Apartment,Navi Mumbai,Kharghar,1,0,569,569,9997,5688293,0,5,1,3,1,PROP08408,"29,47,45,42,46,40","8,20,9,17",False
Residential Land,Mumbai Andheri-Dahisar,Malad West,5,2,1999,1999,17976,35934024,0,25,22,2,5,PROP08409,"1,26,47,46,40,29",17,False
Residential Apartment,South Mumbai,Parel,2,1,862,862,37942,32706004,4,28,7,1,6,PROP08410,"23,45,44,17,1",6,False
Residential Apartment,Mumbai Andheri-Dahisar,Borivali West,1,2,416,416,15807,6575712,0,4,2,1,2,PROP08411,"12,41,40,24",20,False
Independent House/Villa,Mumbai Andheri-Dahisar,Jogeshwari West,3,0,907,907,23578,21385246,15,20,9,0,5,PROP08412,"45,46,29,19,40,12","30,19,6,8",True
Independent House/Villa,Mira Road And Beyond,Mira Road,3,0,1206,1206,10128,12214368,1,20,7,1,3,PROP08413,"17,40,45","20,9,19,30",False
Residential Apartment,Central Mumbai suburbs,Powai,3,0,1087,1087,16535,17973545,1,7,5,0,3,PROP08414,"26,42,46",19,False
Residential Apartment,Mumbai South West,Juhu,2,1,682,682,28220,19246040,2,25,2,2,3,PROP08415,"24,21,44,40",6,True
Residential Apartment,Thane,Manpada,3,0,1044,1044,19362,20213928,7,24,11,1,4,PROP08416,"23,32,44,25,47,17,21","30,28,9,17",False
Residential Apartment,Central Mumbai suburbs,Powai,1,0,560,560,16624,9309440,2,16,13,1,2,PROP08417,"41,32,1,44,21,46,17,23","19,20,1,8",False
Residential Apartment,Mumbai Andheri-Dahisar,Andheri East,2,0,642,642,19437,12478554,1,26,25,1,2,PROP08418,"46,47,12,42,24,32,44,45","9,1,17,6",True
Residential Apartment,Central Mumbai suburbs,Vikhroli,2,2,696,696,22492,15654432,2,25,15,1,7,PROP08419,"44,23,29","30,8",False
Independent House/Villa,Mumbai Andheri-Dahisar,Malad West,5,0,3861,3861,19464,75150504,5,22,1,2,4,PROP08420,"40,32,47,12,42,1,45",9,False
Residential Apartment,South Mumbai,Matunga,2,2,794,794,67251,53397294,0,17,4,2,8,PROP08421,"42,40,1,46,41,47,12,23","20,6,8",True
Residential Apartment,South Mumbai,Colaba,4,1,1835,1835,31656,58088760,1,24,23,1,7,PROP08422,"40,21,26,25,29","28,6",False
Residential Apartment,South Mumbai,Matunga,4,0,1569,1569,42960,67404240,0,14,6,1,1,PROP08423,"47,25,45,42,24,32","8,1,9,6",False
Independent House/Villa,Mumbai Andheri-Dahisar,Andheri West,3,2,1054,1054,24575,25902050,0,7,6,0,3,PROP08424,"40,19,26,32,25,45","17,20",False
Independent House/Villa,Mumbai Andheri-Dahisar,Dahisar East,2,2,768,768,15191,11666688,4,20,18,2,8,PROP08425,"47,45,25,32","6,19,20,28",False
Residential Apartment,Central Mumbai suburbs,Kanjurmarg,2,0,945,945,26549,25088805,4,11,2,1,2,PROP08426,"1,25,24","30,17,1,6",False
Residential Land,Thane,Thane West,1,0,480,480,18748,8999040,10,11,5,0,8,PROP08427,"45,24,41,1,44,40,25,23","9,6",True
Independent House/Villa,Thane,Majiwada,4,2,1387,1387,13799,19139213,2,26,3,1,2,PROP08428,"41,44,19,21,23,29,12","9,1,8,6",False
Independent House/Villa,Mumbai Andheri-Dahisar,Kandivali West,5,0,2089,2089,22818,47666802,0,23,13,1,2,PROP08429,"46,45,24","6,30",False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,3,0,1365,1365,24168,32989320,2,1,1,1,7,PROP08430,"42,21,24,47,40,46,12","19,8,20,6",False
Studio Apartment,Thane,Manpada,1,0,323,323,16203,5233569,20,14,12,1,8,PROP08431,"42,24,23,40,25,44,47,41","19,17,9",False
Independent House/Villa,Mumbai South West,Santacruz West,2,0,680,680,28734,19539120,20,19,8,1,3,PROP08432,"25,12,44,40,19,29,47","1,28",True
Residential Apartment,South Mumbai,Colaba,3,0,1086,1086,98981,107493366,4,17,7,0,7,PROP08433,"17,24,42","9,20,28,6",False
Residential Apartment,South Mumbai,Colaba,1,1,406,406,87164,35388584,1,2,2,2,3,PROP08434,"21,29,12,40,19","28,20,6,8",False
Residential Apartment,Navi Mumbai,Nerul,3,0,951,951,10511,9995961,4,23,15,0,5,PROP08435,"46,19,40,12,25,24,29","28,1,8,17",False
Residential Apartment,Mumbai Andheri-Dahisar,Goregaon East,3,2,1326,1326,22151,29372226,10,20,2,1,3,PROP08436,"41,23,29,32","17,19,28,1",False
Independent House/Villa,Thane,Thane West,4,2,1529,1529,17092,26133668,15,16,4,1,4,PROP08437,"44,46,32,12,41","20,1,28,8",False
Independent House/Villa,Mumbai Andheri-Dahisar,Goregaon East,4,1,1239,1239,21377,26486103,4,24,2,1,1,PROP08438,"17,46,45,25,40,44,29,41,21","1,19,9",False
Residential Apartment,Mira Road And Beyond,Bhayander East,5,2,2037,2037,10381,21146097,2,6,5,3,7,PROP08439,"23,42,41,45,19",8,False
Residential Apartment,Mumbai South West,Khar West,2,1,589,589,33254,19586606,10,22,3,1,6,PROP08440,"12,32,1","6,30,17",False
Residential Apartment,Mira Road And Beyond,Mira Road,2,1,921,921,11878,10939638,5,15,13,1,6,PROP08441,"29,24,40,42,19,1,17","17,8",False
Independent House/Villa,Central Mumbai suburbs,Bhandup West,4,0,2015,2015,25920,52228800,2,5,1,2,8,PROP08442,"21,42,45,44,40,24,29,19,25","28,6,8",False
Farm House,Mira Road And Beyond,Naigaon,4,0,2097,2097,12328,25851816,1,26,20,2,6,PROP08443,"25,17,32,1,42,21",30,True
Residential Apartment,Mumbai Andheri-Dahisar,Andheri East,1,0,551,551,17757,9784107,0,20,7,1,6,PROP08444,"40,24,42,47,1,21,46","28,17,1",False
Residential Apartment,South Mumbai,Prabhadevi,2,1,926,926,55460,51355960,15,27,13,2,6,PROP08445,"21,42,12,17","1,6",False
Residential Apartment,Navi Mumbai,Airoli,2,0,560,560,12334,6907040,0,23,15,1,2,PROP08446,"42,41,45,17,24,23","20,19,30",False
Independent House/Villa,South Mumbai,Colaba,3,2,1226,1226,41972,51457672,2,18,15,1,2,PROP08447,"19,21,46,40","20,19",True
Residential Apartment,Central Mumbai suburbs,Kanjurmarg,2,0,672,672,19857,13343904,0,26,2,2,3,PROP08448,"40,25,45,17,12,23",20,False
Residential Apartment,Mira Road And Beyond,Naigaon,3,0,1226,1226,13251,16245726,3,20,3,2,6,PROP08449,"41,46,1,26","19,28,30",True
Residential Apartment,Mumbai Beyond Thane,Kalyan,2,0,644,644,6715,4324460,0,24,18,1,1,PROP08450,"12,44,24,21,25,41","20,6,30",False
Residential Apartment,Mira Road And Beyond,Bhayander East,2,2,573,573,14614,8373822,3,2,2,1,3,PROP08451,"47,46,44,42,41,29","28,19,6",False
Residential Apartment,Central Mumbai suburbs,Vikhroli,2,2,757,757,16122,12204354,5,21,9,1,6,PROP08452,"46,21,29,32,12,1,40,23,44","28,9",False
Residential Land,Thane,Majiwada,1,1,392,392,16709,6549928,2,4,1,1,2,PROP08453,"40,1,26,17,19,29,47",20,False
Residential Apartment,Mira Road And Beyond,Naigaon,3,0,1332,1332,14757,19656324,1,12,8,3,4,PROP08454,"44,41,29,19,42,23,21,46,32","6,30,28,8",True
Residential Apartment,Mumbai South West,Vile Parle West,5,0,3949,3949,25285,99850465,5,22,19,1,2,PROP08455,"24,1,17,42,40,23,12","1,28",False
Residential Apartment,Mumbai South West,Juhu,2,1,701,701,30319,21253619,1,15,15,2,5,PROP08456,"41,23,45","6,8",False
Residential Apartment,Central Mumbai suburbs,Powai,2,2,676,676,26931,18205356,5,11,4,2,4,PROP08457,"44,45,24,29,25,42,17",1,False
Residential Apartment,Navi Mumbai,Belapur,2,1,872,872,12603,10989816,2,9,6,1,1,PROP08458,"19,40,1,29,46,42,45,25","30,19,9",False
Studio Apartment,Mira Road And Beyond,Naigaon,1,2,404,404,14457,5840628,10,17,12,2,5,PROP08459,"42,46,44,41","28,20,8,17",False
